,Answer,Confidence,Class,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,sum_prediction
192,1000 hours,0.2,0,0.06666666667,0.06666666667,0.06666666667,0.2,0.2,0.1333333333,0.06666666667,0.2,0.99999999998
193,Infinity ,0.4,0,0.0625,0.125,0.1875,0.125,0.0625,0.0625,0.1875,0.1875,1.0
194,Infinity ,0.8,0,0.0625,0.0625,0.0625,0.1875,0.125,0.0625,0.3125,0.125,1.0
195,1 hour,0.8,1,0.05882352941,0.1176470588,0.35294117649999995,0.1176470588,0.05882352941,0.05882352941,0.1176470588,0.1176470588,0.9999999999300001
196,1000 minutes,0.4,0,0.07692307692,0.1538461538,0.1538461538,0.1538461538,0.1538461538,0.07692307692,0.07692307692,0.1538461538,0.99999999976
197,1000 hours,0.2,0,0.07142857142999999,0.14285714289999998,0.2142857143,0.2142857143,0.14285714289999998,0.07142857142999999,0.07142857142999999,0.07142857142999999,1.00000000012
198,2000 hours,0.4,0,0.0625,0.0625,0.125,0.1875,0.1875,0.0625,0.0625,0.25,1.0
199,2000 hours,0.6,0,0.09090909091,0.09090909091,0.09090909091,0.09090909091,0.3636363636,0.09090909091,0.09090909091,0.09090909091,0.99999999997
200,There is no way to know without additional information,0.3,0,0.06666666667,0.1333333333,0.06666666667,0.1333333333,0.1333333333,0.06666666667,0.1333333333,0.2666666667,0.99999999991
201,There is no way to know without additional information,0.3,0,0.07142857142999999,0.07142857142999999,0.07142857142999999,0.14285714289999998,0.14285714289999998,0.07142857142999999,0.14285714289999998,0.28571428569999996,1.0000000001199998
202,Infinity ,0.5,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1.0
203,Infinity ,0.9,0,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9999999999999999
204,There is no way to know without additional information,0.4,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.1875,0.4375,1.0
205,1 hour,0.6,1,0.1176470588,0.05882352941,0.2352941176,0.1176470588,0.1176470588,0.05882352941,0.1176470588,0.17647058820000003,0.9999999998200002
206,1 hour,0.3,1,0.14285714289999998,0.14285714289999998,0.2142857143,0.14285714289999998,0.07142857142999999,0.07142857142999999,0.07142857142999999,0.14285714289999998,1.00000000019
207,2000 hours,0.3,0,0.05882352941,0.05882352941,0.05882352941,0.1176470588,0.2352941176,0.1176470588,0.17647058820000003,0.17647058820000003,0.9999999998300001
208,2000 hours,0.9,0,0.09090909091,0.09090909091,0.09090909091,0.09090909091,0.3636363636,0.09090909091,0.09090909091,0.09090909091,0.99999999997
209,1000000 hours,0.4,0,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.2,0.2666666667,0.2,1.00000000005
210,2000 hours,0.3,0,0.09090909091,0.09090909091,0.09090909091,0.1818181818,0.1818181818,0.1818181818,0.09090909091,0.09090909091,0.99999999995
211,1000000 hours,0.3,0,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.2,0.2,0.2,0.99999999998
212,1000 hours,0.2,0,0.0625,0.0625,0.125,0.1875,0.1875,0.125,0.0625,0.1875,1.0
213,1 hour,0.8,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1.0
214,Infinity ,0.5,0,0.07142857142999999,0.14285714289999998,0.14285714289999998,0.14285714289999998,0.14285714289999998,0.14285714289999998,0.07142857142999999,0.14285714289999998,1.0000000002599998
215,There is no way to know without additional information,0.7,0,0.07692307692,0.07692307692,0.07692307692,0.07692307692,0.07692307692,0.07692307692,0.1538461538,0.3846153846,0.99999999992
216,Infinity ,0.2,0,0.0625,0.125,0.0625,0.1875,0.1875,0.0625,0.125,0.1875,1.0
217,There is no way to know without additional information,0.6,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1.0
218,Infinity ,0.9,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,1.0
219,There is no way to know without additional information,0.1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1.0
220,1000 hours,0.9,0,0.06666666667,0.06666666667,0.06666666667,0.2,0.2,0.06666666667,0.2,0.1333333333,0.99999999998
221,There is no way to know without additional information,0.7,0,0.07692307692,0.07692307692,0.07692307692,0.07692307692,0.07692307692,0.07692307692,0.1538461538,0.3846153846,0.99999999992
222,1000 hours,0.1,0,0.06666666667,0.2,0.1333333333,0.2,0.1333333333,0.06666666667,0.1333333333,0.06666666667,0.99999999991
223,Infinity ,1.0,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.3125,0.3125,1.0
224,1 hour,1.0,1,0.0625,0.0625,0.1875,0.0625,0.0625,0.0625,0.1875,0.3125,1.0
225,1000 hours,0.1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1.0
226,1 hour,0.8,1,0.07142857142999999,0.07142857142999999,0.28571428569999996,0.14285714289999998,0.07142857142999999,0.07142857142999999,0.14285714289999998,0.14285714289999998,1.00000000012
227,Infinity ,0.8,0,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.33333333330000003,0.2666666667,1.00000000002
228,2000 hours,0.7,0,0.07692307692,0.07692307692,0.07692307692,0.2307692308,0.2307692308,0.07692307692,0.07692307692,0.1538461538,1.0
229,Infinity ,0.6,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.9999999999999999
230,There is no way to know without additional information,0.6,0,0.08333333333000001,0.08333333333000001,0.08333333333000001,0.16666666670000002,0.16666666670000002,0.08333333333000001,0.16666666670000002,0.16666666670000002,1.0000000001200002
231,1 hour,0.5,1,0.0625,0.125,0.25,0.125,0.125,0.125,0.0625,0.125,1.0
232,There is no way to know without additional information,0.8,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,1.0
233,Infinity ,0.4,0,0.05882352941,0.05882352941,0.1176470588,0.1176470588,0.1176470588,0.05882352941,0.4117647059,0.05882352941,0.99999999994
234,1000 hours,0.8,0,0.08333333333000001,0.08333333333000001,0.08333333333000001,0.16666666670000002,0.16666666670000002,0.08333333333000001,0.16666666670000002,0.16666666670000002,1.0000000001200002
235,There is no way to know without additional information,0.9,0,0.07142857142999999,0.07142857142999999,0.07142857142999999,0.28571428569999996,0.07142857142999999,0.07142857142999999,0.07142857142999999,0.28571428569999996,0.99999999998
236,There is no way to know without additional information,0.2,0,0.14285714289999998,0.3571428571,0.14285714289999998,0.07142857142999999,0.07142857142999999,0.07142857142999999,0.07142857142999999,0.07142857142999999,1.00000000005
237,Infinity ,0.3,0,0.07692307692,0.07692307692,0.1538461538,0.07692307692,0.07692307692,0.07692307692,0.2307692308,0.2307692308,1.0
238,2000 hours,0.6,0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,1.0
239,1000 hours,0.4,0,0.09090909091,0.09090909091,0.1818181818,0.1818181818,0.09090909091,0.09090909091,0.09090909091,0.1818181818,0.99999999995
240,There is no way to know without additional information,0.4,0,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.2666666667,0.33333333330000003,1.00000000002
241,Infinity ,0.7,0,0.07142857142999999,0.07142857142999999,0.14285714289999998,0.2142857143,0.07142857142999999,0.07142857142999999,0.28571428569999996,0.07142857142999999,1.00000000005
242,1 minute,0.7,0,0.1538461538,0.07692307692,0.1538461538,0.07692307692,0.07692307692,0.07692307692,0.07692307692,0.3076923077,0.9999999999
243,1000 hours,0.3,0,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.1875,0.25,1.0
244,1000 hours,0.5,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,1.0
245,There is no way to know without additional information,0.3,0,0.05882352941,0.05882352941,0.1176470588,0.1176470588,0.1176470588,0.05882352941,0.05882352941,0.4117647059,0.99999999994
246,Infinity ,0.3,0,0.06666666667,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.2,0.2,0.2,0.99999999998
247,There is no way to know without additional information,0.6,0,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.3125,1.0
